tau,domain,fit_scope,method,metric,value,raw_value,delta_vs_raw,n_test,n_quarters
6h,Finance,pooled,platt,ece,0.037175667638807745,0.03833557390692013,-0.0011599062681123817,15621.0,13.0
6h,Finance,pooled,isotonic,ece,0.035732133562211194,0.03833557390692013,-0.0026034403447089335,15621.0,13.0
6h,Finance,pooled,binning10,ece,0.035192883676048524,0.03833557390692013,-0.003142690230871603,15621.0,13.0
6h,Finance,pooled,venn_abers,ece,0.03610226490521956,0.03833557390692013,-0.002233309001700566,15621.0,13.0
6h,Finance,pooled,raw,log_loss,0.5030375744500792,0.5030375744500792,0.0,15621.0,13.0
6h,Finance,pooled,platt,log_loss,0.5027313615439732,0.5030375744500792,-0.00030621290610599594,15621.0,13.0
6h,Finance,pooled,isotonic,log_loss,0.5046049755464321,0.5030375744500792,0.001567401096352894,15621.0,13.0
6h,Finance,pooled,binning10,log_loss,0.5059417331366415,0.5030375744500792,0.0029041586865622415,15621.0,13.0
6h,Finance,pooled,venn_abers,log_loss,0.5038404335513357,0.5030375744500792,0.0008028591012564368,15621.0,13.0
6h,Politics,pooled,raw,brier,0.1599361518550474,0.1599361518550474,0.0,1159.0,12.0
6h,Politics,pooled,platt,brier,0.15962563181117453,0.1599361518550474,-0.00031052004387285836,1159.0,12.0
6h,Politics,pooled,isotonic,brier,0.15987393054570348,0.1599361518550474,-6.222130934391279e-05,1159.0,12.0
6h,Politics,pooled,binning10,brier,0.16227657124282055,0.1599361518550474,0.002340419387773157,1159.0,12.0
6h,Politics,pooled,venn_abers,brier,0.15989742970121432,0.1599361518550474,-3.87221538330762e-05,1159.0,12.0
6h,Politics,pooled,raw,ece,0.07423835125448025,0.07423835125448025,0.0,1116.0,4.0
6h,Politics,pooled,platt,ece,0.07304262232704635,0.07423835125448025,-0.0011957289274339006,1116.0,4.0
6h,Politics,pooled,isotonic,ece,0.07022951365056727,0.07423835125448025,-0.004008837603912976,1116.0,4.0
6h,Politics,pooled,binning10,ece,0.06440120509341836,0.07423835125448025,-0.009837146161061891,1116.0,4.0
6h,Politics,pooled,venn_abers,ece,0.07239707549594217,0.07423835125448025,-0.001841275758538083,1116.0,4.0
6h,Politics,pooled,raw,log_loss,0.4843418602325352,0.4843418602325352,0.0,1159.0,12.0
6h,Politics,pooled,platt,log_loss,0.4845981841243312,0.4843418602325352,0.00025632389179597315,1159.0,12.0
6h,Politics,pooled,isotonic,log_loss,0.48499934662084887,0.4843418602325352,0.0006574863883136439,1159.0,12.0
6h,Politics,pooled,binning10,log_loss,0.49213634080140095,0.4843418602325352,0.007794480568865725,1159.0,12.0
6h,Politics,pooled,venn_abers,log_loss,0.48525256352874574,0.4843418602325352,0.0009107032962105133,1159.0,12.0
6h,Sports,pooled,raw,brier,0.20963030921459486,0.20963030921459486,0.0,16170.0,7.0
6h,Sports,pooled,platt,brier,0.20946154943240253,0.20963030921459486,-0.00016875978219232923,16170.0,7.0
6h,Sports,pooled,isotonic,brier,0.20987990690992256,0.20963030921459486,0.0002495976953277024,16170.0,7.0
6h,Sports,pooled,binning10,brier,0.21055187446964013,0.20963030921459486,0.0009215652550452758,16170.0,7.0
6h,Sports,pooled,venn_abers,brier,0.20987097504447716,0.20963030921459486,0.00024066582988230278,16170.0,7.0
6h,Sports,pooled,raw,ece,0.020903125967192803,0.020903125967192803,0.0,16155.0,4.0
6h,Sports,pooled,platt,ece,0.017115050835335845,0.020903125967192803,-0.0037880751318569578,16155.0,4.0
6h,Sports,pooled,isotonic,ece,0.018179894354402638,0.020903125967192803,-0.0027232316127901654,16155.0,4.0
6h,Sports,pooled,binning10,ece,0.018801751491760593,0.020903125967192803,-0.0021013744754322106,16155.0,4.0
6h,Sports,pooled,venn_abers,ece,0.018647022080211538,0.020903125967192803,-0.002256103886981265,16155.0,4.0
6h,Sports,pooled,raw,log_loss,0.6034697128431761,0.6034697128431761,0.0,16170.0,7.0
6h,Sports,pooled,platt,log_loss,0.6031641761199671,0.6034697128431761,-0.00030553672320898784,16170.0,7.0
6h,Sports,pooled,isotonic,log_loss,0.6042520133735725,0.6034697128431761,0.000782300530396407,16170.0,7.0
6h,Sports,pooled,binning10,log_loss,0.6060275586515166,0.6034697128431761,0.0025578458083405087,16170.0,7.0
6h,Sports,pooled,venn_abers,log_loss,0.6042557213970029,0.6034697128431761,0.0007860085538268224,16170.0,7.0
6h,Weather,pooled,raw,brier,0.13257798770771678,0.13257798770771678,0.0,4393.0,13.0
6h,Weather,pooled,platt,brier,0.1329451375482908,0.13257798770771678,0.00036714984057401034,4393.0,13.0
6h,Weather,pooled,isotonic,brier,0.13354330088706234,0.13257798770771678,0.0009653131793455616,4393.0,13.0
6h,Weather,pooled,binning10,brier,0.13474011864515706,0.13257798770771678,0.0021621309374402764,4393.0,13.0
6h,Weather,pooled,venn_abers,brier,0.13369702019130866,0.13257798770771678,0.0011190324835918808,4393.0,13.0
6h,Weather,pooled,raw,ece,0.059965854768950555,0.059965854768950555,0.0,4393.0,13.0
6h,Weather,pooled,platt,ece,0.0630831909088853,0.059965854768950555,0.0031173361399347427,4393.0,13.0
6h,Weather,pooled,isotonic,ece,0.06436455413370361,0.059965854768950555,0.004398699364753053,4393.0,13.0
6h,Weather,pooled,binning10,ece,0.05460063102487617,0.059965854768950555,-0.005365223744074388,4393.0,13.0
6h,Weather,pooled,venn_abers,ece,0.06623499523980439,0.059965854768950555,0.0062691404708538345,4393.0,13.0
6h,Weather,pooled,raw,log_loss,0.4163324686666234,0.4163324686666234,0.0,4393.0,13.0
6h,Weather,pooled,platt,log_loss,0.41852017584703116,0.4163324686666234,0.002187707180407783,4393.0,13.0
6h,Weather,pooled,isotonic,log_loss,0.42062635774961743,0.4163324686666234,0.004293889082994051,4393.0,13.0
6h,Weather,pooled,binning10,log_loss,0.42466708368757433,0.4163324686666234,0.008334615020950953,4393.0,13.0
6h,Weather,pooled,venn_abers,log_loss,0.4212874313408205,0.4163324686666234,0.004954962674197094,4393.0,13.0
